join,name,ye
021505,EAST BETHEL P-1,4
021515,EAST BETHEL P-3,4
021810,FRIDLEY W-3 P-2,4
022205,LINO LAKES P-1,4
022310,LINWOOD P-2,4
023005,SAINT FRANCIS P-1,4
030055,DETROIT LAKES W1 P1,4
040180,PONEMAH PREC,4
040202,LITTLE ROCK,4
050010,FOLEY,4
070150,MANKATO W-01 P-12,4
070160,MANKATO W-01 P-14,4
070170,MANKATO W-02 P-16,4
070230,SAINT CLAIR,4
070245,SOUTH BEND TWP,4
080100,NEW ULM W-3 P-1,4
080110,NEW ULM W-4 P-1,4
090040,CLOQUET W-1,4
090050,CLOQUET W-3,4
100037,CHANHASSEN P-4,4
100038,CHANHASSEN P-5,4
100119,VICTORIA P-3,4
100120,WACONIA W-1,4
110250,SHINGOBEE TWP P-1,4
110285,TURTLE LAKE TWP,4
130020,CHISAGO CITY,4
130070,RUSH CITY,4
140105,HAWLEY CITY,4
140214,MOORHEAD CITY W-4 P-12,4
180045,BRAINERD W-4 P-1,4
180055,BREEZY POINT CITY,4
180065,CROSBY CITY,4
180160,IRONDALE TWP.,4
191060,APPLE VALLEY P-06,4
191120,APPLE VALLEY P-12,4
191220,BURNSVILLE P-02,4
191290,BURNSVILLE P-09,4
191370,BURNSVILLE P-17,4
191730,EAGAN P-03,4
191755,EAGAN P-5B,4
191810,EAGAN P-11,4
192635,HASTINGS W-2 P-2,4
192750,INVER GROVE HTS P-05,4
192930,LAKEVILLE P-03,4
193450,MENDOTA HTS P-5,4
194920,WEST ST PAUL W-1 P-2,4
200040,HAYFIELD,4
200051,KASSON P-2,4
200080,WASIOJA TWP.,4
210010,ALEXANDRIA W-2,4
210135,MILTONA TWP.,4
220155,WELLS,4
240035,ALBERT LEA W-4 P-1,4
250025,CANNON FALLS P-2,4
250100,PINE ISLAND,4
250130,RED WING W-2 P-2,4
270015,BLOOMINGTON W-1 P-09,4
270020,BLOOMINGTON W-1 P-10,4
270045,BLOOMINGTON W-2 P-16,4
270060,BLOOMINGTON W-2 P-24,4
270080,BLOOMINGTON W-3 P-11,4
270105,BLOOMINGTON W-3 P-22,4
270115,BLOOMINGTON W-4 P-02,4
270340,BROOKLYN PARK W-E P-1A,4
270345,BROOKLYN PARK W-E P-1O,4
270640,DAYTON P-01,4
270725,EDEN PRAIRIE P-08,4
270730,EDEN PRAIRIE P-09,4
270745,EDEN PRAIRIE P-12,4
270750,EDEN PRAIRIE P-13,4
270895,EDINA P-09,4
271120,HOPKINS P-03,4
271205,MAPLE GROVE P-04,4
271275,MAPLE GROVE P-18,4
271305,MAPLE GROVE P-24,4
271380,MINNEAPOLIS W-1 P-05,4
271435,MINNEAPOLIS W-2 P-06,4
271445,MINNEAPOLIS W-2 P-08,4
271475,MINNEAPOLIS W-3 P-04,4
271575,MINNEAPOLIS W-5 P-05,4
271610,MINNEAPOLIS W-6 P-02,4
271625,MINNEAPOLIS W-6 P-05,4
271685,MINNEAPOLIS W-7 P-09,4
271780,MINNEAPOLIS W-9 P-07,4
271860,MINNEAPOLIS W-11 P-01,4
271930,MINNEAPOLIS W-12 P-06,4
271957,MINNEAPOLIS W-12 P-13,4
271980,MINNEAPOLIS W-13 P-05,4
271990,MINNEAPOLIS W-13 P-07,4
272120,MINNETONKA W-2 P-A,4
272210,MINNETONKA W-4 P-F,4
272250,MOUND P-1,4
272255,MOUND P-2,4
272295,NEW HOPE P-02,4
272355,ORONO P-01,4
272485,PLYMOUTH W-4 P-18,4
272585,RICHFIELD W-1 P-05,4
272600,RICHFIELD W-2 P-07,4
300010,BRADFORD TWP,4
330070,MORA,4
340030,DOVRE TWP.,4
340055,GREEN LAKE TWP.,4
340180,WILLMAR W-1 P-2,4
340190,WILLMAR W-2 P-1,4
430040,GLENCOE CITY P-3,4
450275,WARREN,4
470050,DASSEL,4
470055,DASSEL TWP.,4
470105,LITCHFIELD W-1,4
470125,LITCHFIELD W-5,4
480010,BOGUS BROOK TWP.,4
500020,AUSTIN W-1 P-2,4
520085,NORTH MANKATO P-4,4
550085,ORONOCO TWP.,4
550122,ROCHESTER W2 P1,4
550134,ROCHESTER W2 P7,4
550162,ROCHESTER W4 P5,4
550174,ROCHESTER W5 P2,4
550194,ROCHESTER W6 P1,4
550210,ROCHESTER TWP P-1,4
550225,STEWARTVILLE,4
560180,FERGUS FALLS W-2 P-1,4
560205,FERGUS FALLS W-4 P-2,4
580175,PINE CITY,4
590080,PIPESTONE PRECINCT 2,4
620030,ARDEN HILLS P-3,4
620090,LAUDERDALE P-1,4
620120,LITTLE CANADA P-3,4
620150,MAPLEWOOD P-03,4
620220,MAPLEWOOD P-10,4
620250,MAPLEWOOD P-13,4
620290,MOUNDS VIEW P-1,4
620300,MOUNDS VIEW P-2,4
620320,MOUNDS VIEW P-4,4
620410,NORTH ST. PAUL P-3,4
620420,NORTH ST. PAUL P-4,4
620470,ROSEVILLE P-05,4
620500,ROSEVILLE P-08,4
620520,ROSEVILLE P-10,4
620570,ST. PAUL W-1 P-04,4
620590,ST. PAUL W-1 P-06,4
620690,ST. PAUL W-2 P-02,4
620720,ST. PAUL W-2 P-05,4
620740,ST. PAUL W-2 P-07,4
620940,ST. PAUL W-3 P-11,4
621000,ST. PAUL W-4 P-01,4
621040,ST. PAUL W-4 P-05,4
621210,ST. PAUL W-5 P-06,4
621300,ST. PAUL W-6 P-02,4
621350,ST. PAUL W-6 P-07,4
621360,ST. PAUL W-6 P-08,4
621480,ST. PAUL W-7 P-06,4
621520,ST. PAUL W-7 P-10,4
621620,SHOREVIEW P-4,4
621740,WHITE BEAR LAKE W-1 P-1,4
640120,REDWOOD FALLS W-3,4
650135,OLIVIA,4
660060,LONSDALE CITY,4
670055,LUVERNE W-1 NE,4
690060,BIWABIK TWP.,4
690155,DULUTH P-4,4
690175,DULUTH P-8,4
690200,DULUTH P-12,4
690255,DULUTH P-21,4
690260,DULUTH P-22,4
690305,DULUTH P-31,4
690620,HIBBING W-2 P-A,4
690820,MOUNTAIN IRON P-1,4
691045,VIRGINIA P-2,4
691050,VIRGINIA P-3,4
691130,AURORA P-1,4
700070,NEW MARKET TWP.,4
700090,PRIOR LAKE P-3,4
700094,PRIOR LAKE P-6B,4
700114,SAVAGE P-6,4
700116,SAVAGE P-7,4
700119,SHAKOPEE P-1,4
700125,SHAKOPEE P-3,4
700136,SHAKOPEE P-6,4
700145,SHAKOPEE P-9,4
710015,BECKER TWP,4
710024,BIG LAKE CITY P-03,4
710055,ELK RIVER W3 P3A,4
710111,ZIMMERMAN P-2,4
710125,BALDWIN TWP P1,4
710145,ELK RIVER W4 P4B,4
730160,MAINE PRAIRIE TWP,4
730170,MELROSE,4
730260,ST CLOUD W1 P1,4
730317,ST CLOUD W3 P6,4
730355,ST CLOUD W4 P6,4
730420,SAUK CENTRE,4
740070,OWATONNA W-1 P-1,4
740105,OWATONNA W-3 P-2,4
800045,MENAHGA,4
810035,JANESVILLE CITY,4
810080,WASECA W-1 P-A,4
810095,WASECA W-2 P-B,4
820060,COTTAGE GROVE P-05,4
820105,FOREST LAKE P-1,4
820110,FOREST LAKE P-2,4
820195,LANDFALL,4
820205,MAHTOMEDI P-2,4
820250,OAKDALE P-6,4
820340,STILLWATER W-4 P-7,4
820345,STILLWATER W-4 P-8,4
820415,WOODBURY P-09A,4
820440,WOODBURY P-14,4
850165,WINONA W-1 P-3,4
850200,WINONA W-3 P-2,4
850230,WINONA W-4 P-4,4
860030,BUFFALO P-3,4
860055,COKATO,4
860130,MONTICELLO TWP,4
860145,ROCKFORD,4
020120,ANOKA P-4,3
020315,BLAINE W-1 P-3,3
020330,BLAINE W-1 P-6,3
020405,BLAINE W-2 P-1,3
020410,BLAINE W-2 P-2A,3
020430,BLAINE W-2 P-4B,3
020440,BLAINE W-2 P-6,3
020510,BLAINE W-3 P-2,3
020540,BLAINE W-3 P-8,3
020805,COLUMBIA HEIGHTS P-1,3
020810,COLUMBIA HEIGHTS P-2,3
021125,COON RAPIDS W-2 P-5,3
021710,FRIDLEY W-2 P-2,3
021925,HAM LAKE P-5,3
022305,LINWOOD P-1,3
022810,RAMSEY W-3 P-2,3
022910,RAMSEY W-4 P-2,3
023110,SPRING LAKE PARK P-2,3
040025,BEMIDJI W-2,3
040030,BEMIDJI W-3 P-1,3
040090,GRANT VALLEY TWP,3
040145,LIBERTY TWP,3
040170,NORTHERN TWP P 01,3
050111,SAUK RAPIDS P-4,3
070100,MANKATO W-05 P-01,3
070106,MANKATO W-05 P-03,3
070130,MANKATO W-03 P-08,3
070142,MANKATO W-04 P-10A,3
070197,MANKATO TWP P-2,3
080085,NEW ULM W-1 P-2,3
080105,NEW ULM W-3 P-2,3
090045,CLOQUET W-2,3
090110,MOOSE LAKE,3
100020,CHANHASSEN P-1A,3
110215,PONTO LAKE TWP,3
130050,LENT TWP,3
130066,NORTH BRANCH P-C,3
130067,NORTH BRANCH P-A,3
130095,SUNRISE TWP,3
140190,MOORHEAD CITY W-3 P-6B,3
140210,MOORHEAD CITY W-4 P-10,3
170140,WINDOM W-2 P-1,3
180006,BAXTER P1W,3
180008,BAXTER P2W,3
180010,BAY LAKE TWP,3
180020,BRAINERD W-2 P-1,3
180035,BRAINERD W-3 P-1,3
180050,BRAINERD W-4 P-2,3
180075,CROSSLAKE CITY,3
180080,CROW WING TWP P-1,3
180155,IDEAL TWP,3
180190,LAKE EDWARD TWP,3
180220,NISSWA CITY,3
191010,APPLE VALLEY P-01,3
191040,APPLE VALLEY P-04,3
191055,APPLE VALLEY P-5B,3
191330,BURNSVILLE P-13,3
191340,BURNSVILLE P-14,3
191770,EAGAN P-07,3
191850,EAGAN P-15,3
192310,GREENVALE TWP,3
192630,HASTINGS W-2 P-1,3
192640,HASTINGS W-3 P-1,3
192980,LAKEVILLE P-08,3
193010,LAKEVILLE P-11,3
193030,LAKEVILLE P-13,3
194210,ROSEMOUNT P-1,3
194260,ROSEMOUNT P-6,3
194810,WATERFORD TWP,3
194950,WEST ST PAUL W-2 P-2,3
194970,WEST ST PAUL W-3 P-1,3
194980,WEST ST PAUL W-3 P-2,3
210030,ALEXANDRIA TWP.,3
210155,OSAKIS CITY,3
220065,ELMORE,3
230140,PRESTON,3
230160,RUSHFORD VILLAGE,3
240045,ALBERT LEA W-5 P-1,3
240090,CLARKS GROVE,3
250140,RED WING W-3 P-1,3
250145,RED WING W-3 P-2,3
250190,WANAMINGO,3
270035,BLOOMINGTON W-1 P-15,3
270050,BLOOMINGTON W-2 P-21,3
270071,BLOOMINGTON W-2 P-27,3
270075,BLOOMINGTON W-3 P-05,3
270132,BLOOMINGTON W-4 P-32,3
270315,BROOKLYN PARK W-C P-4,3
270355,BROOKLYN PARK W-E P-3,3
270500,CORCORAN P-01,3
270560,CRYSTAL W-2 P-01,3
270565,CRYSTAL W-2 P-02,3
270575,CRYSTAL W-3 P-02,3
270645,DAYTON P-02,3
270695,EDEN PRAIRIE P-02,3
270700,EDEN PRAIRIE P-03,3
270715,EDEN PRAIRIE P-06,3
270720,EDEN PRAIRIE P-07,3
270740,EDEN PRAIRIE P-11,3
270870,EDINA P-04,3
270875,EDINA P-05,3
270890,EDINA P-08,3
270900,EDINA P-10C,3
270920,EDINA P-14,3
270945,EDINA P-19C,3
271010,GOLDEN VALLEY P-5,3
271015,GOLDEN VALLEY P-6,3
271050,GREENFIELD P-01,3
271110,HOPKINS P-01,3
271125,HOPKINS P-04,3
271195,MAPLE GROVE P-02,3
271255,MAPLE GROVE P-14,3
271265,MAPLE GROVE P-16,3
271280,MAPLE GROVE P-19,3
271285,MAPLE GROVE P-20,3
271290,MAPLE GROVE P-21,3
271410,MINNEAPOLIS W-2 P-01,3
271430,MINNEAPOLIS W-2 P-05,3
271490,MINNEAPOLIS W-3 P-07,3
271650,MINNEAPOLIS W-7 P-02D,3
271675,MINNEAPOLIS W-7 P-07,3
271690,MINNEAPOLIS W-7 P-10,3
271730,MINNEAPOLIS W-8 P-07,3
271775,MINNEAPOLIS W-9 P-06,3
271815,MINNEAPOLIS W-10 P-03A,3
271830,MINNEAPOLIS W-10 P-06,3
271835,MINNEAPOLIS W-10 P-07,3
271855,MINNEAPOLIS W-10 P-11,3
271920,MINNEAPOLIS W-12 P-04,3
271925,MINNEAPOLIS W-12 P-05,3
271945,MINNEAPOLIS W-12 P-09,3
272130,MINNETONKA W-2 P-C,3
272140,MINNETONKA W-2 P-E,3
272170,MINNETONKA W-3 P-F,3
272185,MINNETONKA W-4 P-A,3
272200,MINNETONKA W-4 P-D,3
272230,MINNETONKA BEACH P-01,3
272248,MINNETRISTA P-4A,3
272300,NEW HOPE P-03,3
272310,NEW HOPE P-04,3
272315,NEW HOPE P-05,3
272360,ORONO P-02,3
272410,PLYMOUTH W-1 P-03,3
272455,PLYMOUTH W-2 P-12,3
272460,PLYMOUTH W-3 P-13,3
272475,PLYMOUTH W-3 P-16,3
272495,PLYMOUTH W-4 P-20,3
272500,PLYMOUTH W-4 P-21,3
272510,PLYMOUTH W-4 P-23,3
272790,ST LOUIS PARK W-1 P-01,3
272810,ST LOUIS PARK W-2 P-05,3
272825,ST LOUIS PARK W-2 P-08,3
272850,ST LOUIS PARK W-4 P-13,3
272865,ST LOUIS PARK W-4 P-16,3
280025,CALEDONIA P-2,3
290005,AKELEY,3
290035,FARDEN TWP. P-1,3
290120,PARK RAPIDS P-1,3
290125,ROCKWOOD TWP.,3
290140,STRAIGHT RIVER TWP.,3
300025,CAMBRIDGE TWP,3
300030,DALBO TWP,3
300070,STANCHFIELD TWP,3
300075,STANFORD TWP,3
310035,BASS LAKE PREC,3
310145,GRAND RAPIDS P-2,3
310155,GRAND RAPIDS P-4,3
310200,HARRIS TWP,3
310247,MARBLE,3
310280,NASHWAUK,3
310350,TROUT LAKE TWP,3
330010,ARTHUR TWP.,3
340110,NEW LONDON,3
340125,PENNOCK,3
340135,RAYMOND,3
340160,SPICER,3
340195,WILLMAR W-2 P-2,3
340215,WILLMAR W-3 P-3,3
340225,WILLMAR W-4 P-2,3
350045,HALLOCK,3
360050,INTERNATIONAL FALLS - EAST WARD,3
360185,NORTHWEST KOOCHICHING,3
370095,MADISON,3
370125,MAXWELL TWP.,3
380060,SILVER CREEK,3
400005,CLEVELAND,3
400090,MONTGOMERY,3
400130,WATERVILLE,3
420125,MINNEOTA,3
440055,MAHNOMEN,3
460055,FAIRMONT W-2 P-2,3
470035,DANIELSON TWP.,3
470115,LITCHFIELD W-3,3
470120,LITCHFIELD W-4,3
480115,PRINCETON TWP.,3
490125,LITTLE FALLS W-2,3
500055,AUSTIN W-3 P-2,3
500215,WALTHAM TWP.,3
510060,FULDA,3
520005,BELGRADE TOWNSHIP,3
520120,ST PETER W-1 P-1,3
520130,ST PETER W-2 P-1,3
530005,ADRIAN,3
530150,WORTHINGTON W-1 P-1,3
530170,WORTHINGTON W-2 P-1,3
530180,WORTHINGTON W-2 P-3,3
550112,ROCHESTER W1 P9,3
550124,ROCHESTER W2 P2,3
550126,ROCHESTER W2 P3,3
550128,ROCHESTER W2 P4,3
550146,ROCHESTER W3 P4,3
550150,ROCHESTER W3 P6,3
550166,ROCHESTER W4 P7,3
550180,ROCHESTER W5 P5,3
550184,ROCHESTER W5 P7,3
550200,ROCHESTER W6 P4,3
560170,FERGUS FALLS W-1 P-1,3
560175,FERGUS FALLS W-1 P-2,3
560185,FERGUS FALLS W-2 P-2,3
560190,FERGUS FALLS W-3 P-1,3
560260,LEAF LAKE TWP,3
560355,PELICAN RAPIDS,3
580020,BARRY TWP.,3
600070,CROOKSTON W-2,3
600080,CROOKSTON W-4,3
600140,EAST GRAND FORKS W-4,3
600210,FOSSTON CITY,3
620170,MAPLEWOOD P-05,3
620230,MAPLEWOOD P-11,3
620240,MAPLEWOOD P-12,3
620335,NEW BRIGHTON P-2,3
620355,NEW BRIGHTON P-6,3
620380,NORTH OAKS P-2,3
620400,NORTH ST. PAUL P-2,3
620430,ROSEVILLE P-01,3
620610,ST. PAUL W-1 P-08,3
620710,ST. PAUL W-2 P-04,3
620910,ST. PAUL W-3 P-08,3
621020,ST. PAUL W-4 P-03,3
621050,ST. PAUL W-4 P-06,3
621160,ST. PAUL W-5 P-01,3
621290,ST. PAUL W-6 P-01,3
621470,ST. PAUL W-7 P-05,3
621530,ST. PAUL W-7 P-11,3
621550,ST. PAUL W-7 P-13,3
621710,WHITE BEAR TWP P-2,3
621720,WHITE BEAR TWP P-3,3
621760,WHITE BEAR LAKE W-3 P-1,3
650060,DANUBE,3
650160,SACRED HEART,3
660095,NORTHFIELD W-2 P-2,3
660114,NORTHFIELD W-4 P-2,3
680155,ROSEAU,3
680195,WARROAD,3
690115,CLINTON TWP.,3
690150,DULUTH P-3,3
690165,DULUTH P-6,3
690195,DULUTH P-11,3
690270,DULUTH P-24,3
690280,DULUTH P-26,3
690435,DULUTH TWP.,3
690510,FAYAL TWP.,3
690540,FREDENBERG TWP.,3
690565,GNESEN TWP.,3
690605,HERMANTOWN P-3,3
690630,HIBBING W-3 P-A,3
690640,HIBBING W-4 P-A,3
690735,HOYT LAKES,3
690805,MIDWAY TWP.,3
690825,MOUNTAIN IRON P-2,3
690895,PROCTOR,3
690910,RICE LAKE,3
700084,PRIOR LAKE P-2,3
700110,SAVAGE P-2,3
700112,SAVAGE P-4,3
700117,SAVAGE P-8,3
700135,SHAKOPEE P-5,3
700138,SHAKOPEE P-8,3
700150,SHAKOPEE P-10,3
710020,BIG LAKE CITY P-01,3
710022,BIG LAKE CITY P-02,3
710080,PALMER TWP,3
710150,LIVONIA TWP P2,3
720015,ARLINGTON TWP.,3
720120,WINTHROP CITY,3
730027,AVON TWP P-2,3
730035,BROCKWAY TWP,3
730050,COLLEGEVILLE TWP P1,3
730215,PAYNESVILLE TWP,3
730255,ST AUGUSTA,3
730280,ST CLOUD W1 P5,3
730290,ST CLOUD W1 P7,3
730312,ST CLOUD W3 P4,3
730414,SARTELL P-7,3
730416,SARTELL P-1,3
730417,SARTELL P-6,3
730419,SARTELL P-4,3
730445,WAKEFIELD TWP,3
740015,BLOOMING PRAIRIE,3
740075,OWATONNA W-1 P-2,3
740085,OWATONNA W-2 P-1,3
740090,OWATONNA W-2 P-2,3
740100,OWATONNA W-3 P-1,3
740130,OWATONNA W-5 P-1,3
750015,CHOKIO,3
750035,ELDORADO TWP.,3
750050,HANCOCK,3
750075,MORRIS P-2A,3
770010,BERTHA,3
790120,PLAINVIEW P-1,3
790140,WABASHA W-1,3
800100,WADENA P-1,3
810050,NEW RICHLAND CITY,3
810105,WASECA W-3 P-B,3
820050,COTTAGE GROVE P-03,3
820055,COTTAGE GROVE P-04,3
820095,DELLWOOD,3
820115,FOREST LAKE P-3,3
820230,OAKDALE P-2,3
820295,ST. PAUL PARK P-3,3
820300,ST. PAUL PARK P-4,3
820310,STILLWATER W-1 P-1,3
820315,STILLWATER W-1 P-2,3
820430,WOODBURY P-12,3
820435,WOODBURY P-13A,3
850125,STOCKTON,3
850185,WINONA W-2 P-3,3
850215,WINONA W-4 P-1,3
850225,WINONA W-4 P-3,3
860007,ALBERTVILLE P-2,3
860010,ALBION TWP,3
860060,COKATO TWP,3
860095,HANOVER P-2,3
860100,HOWARD LAKE,3
860105,MAPLE LAKE,3
860110,MAPLE LAKE TWP P-1A,3
860150,ROCKFORD TWP,3
860185,WAVERLY,3
870050,GRANITE FALLS W-1,3
010175,SHAMROCK TWP,2
010190,TAMARACK,2
020105,ANOKA P-1,2
020115,ANOKA P-3,2
020130,ANOKA P-6,2
020435,BLAINE W-2 P-5,2
020520,BLAINE W-3 P-4,2
021005,COON RAPIDS W-1 P-1,2
021105,COON RAPIDS W-2 P-1,2
021610,FRIDLEY W-1 P-2,2
021620,FRIDLEY W-1 P-4,2
021910,HAM LAKE P-2,2
022220,LINO LAKES P-4,2
022225,LINO LAKES P-5,2
022235,LINO LAKES P-7,2
022405,NOWTHEN P-1A,2
022515,OAK GROVE P-3,2
022705,RAMSEY W-2 P-1,2
030010,AUDUBON,2
030020,BURLINGTON TWP,2
030105,GREEN VALLEY TWP,2
030130,LAKE PARK,2
030140,LAKE VIEW TWP,2
030155,OSAGE TWP,2
030160,PINE POINT TWP,2
030170,RICHWOOD TWP,2
040075,ECKLES TWP,2
040105,HINES TWP,2
040160,MOOSE LAKE TWP,2
040250,TEN LAKE TWP,2
040260,TURTLE LAKE TWP,2
040290,WASKISH TWP,2
050050,MAYWOOD TWP,2
050085,ST CLOUD W2 P4,2
050095,SARTELL P-2,2
050110,SAUK RAPIDS P-3,2
060035,CLINTON,2
060050,GRACEVILLE,2
070010,BEAUFORD TWP,2
070045,GARDEN CITY TWP,2
070075,LIME TWP,2
070110,MANKATO W-05 P-04,2
070115,MANKATO W-05 P-05,2
070200,MAPLETON,2
080025,COMFREY,2
080030,COTTONWOOD TWP,2
080060,LEAVENWORTH TWP,2
080090,NEW ULM W-2 P-1,2
080115,NEW ULM W-4 P-2,2
090030,BLACKHOOF TWP,2
090055,CLOQUET W-4,2
090060,CLOQUET W-5 P-1,2
090135,SCANLON,2
090150,SKELTON TWP,2
090170,TWIN LAKES TWP,2
100075,HAMBURG,2
100115,VICTORIA P-1,2
110030,BEULAH TWP,2
110075,CASS LAKE,2
110170,MAPLE TWP,2
110265,SYLVAN TWP,2
110310,WILKINSON TWP,2
110320,WOODROW TWP,2
120070,MILAN,2
120135,WOODS TWP,2
130060,NESSEL TWP,2
130080,SHAFER,2
130085,SHAFER TWP P-A,2
140015,BARNESVILLE CITY W-2,2
140115,HIGHLAND GROVE TWP,2
140240,SABIN CITY,2
150005,BAGLEY CITY,2
150095,NORA TWP,2
160015,GRAND MARAIS WEST PREC 6,2
160025,HOVLAND PREC 2,2
160040,GUNFLINT TRAIL PREC 8,2
170025,CARSON TWP,2
170075,MOUNTAIN LAKE P-1,2
170095,SELMA TWP,2
180025,BRAINERD W-2 P-2,2
180060,CENTER TWP,2
180175,JENKINS CITY,2
180185,BLUE PRECINCT,2
180230,OAK LAWN TWP,2
180295,RED PRECINCT,2
191100,APPLE VALLEY P-10,2
191130,APPLE VALLEY P-13,2
191250,BURNSVILLE P-05,2
191320,BURNSVILLE P-12,2
191410,CASTLE ROCK TWP,2
191710,EAGAN P-01,2
191780,EAGAN P-08,2
192010,EMPIRE TWP,2
192510,HAMPTON TWP,2
192610,HASTINGS W-1 P-2,2
192645,HASTINGS W-3 P-2,2
192740,INVER GROVE HTS P-04,2
192940,LAKEVILLE P-04,2
192990,LAKEVILLE P-09,2
193020,LAKEVILLE P-12,2
193210,MARSHAN TWP,2
193410,MENDOTA HTS P-1,2
193420,MENDOTA HTS P-2,2
193430,MENDOTA HTS P-3,2
194110,RAVENNA TWP,2
194510,SUNFISH LAKE,2
