join,name,ye
150110,RICE TWP,0
150115,SHEVLIN CITY,0
150120,SHEVLIN TWP,0
150125,SINCLAIR TWP,0
150130,WINSOR TWP,0
150135,S. CLEARWATER 143-36,0
150140,LONG LOST LAKE TWP,0
160030,CASCADE PREC 7,0
160045,SCHROEDER TWP PREC 12,0
160050,TOFTE TWP PREC 11,0
160055,CROFTVILLE PREC 4,0
160060,PIKE LAKE PREC 9,0
170005,AMBOY TWP,0
170010,AMO TWP,0
170015,ANN TWP,0
170020,BINGHAM LAKE,0
170030,COMFREY,0
170035,DALE TWP,0
170040,DELTON TWP,0
170045,GERMANTOWN TWP P-1,0
170047,GERMANTOWN TWP P-2,0
170050,GREAT BEND TWP,0
170060,JEFFERS,0
170065,LAKESIDE TWP,0
170070,MIDWAY TWP,0
170085,MOUNTAIN LAKE TWP,0
170090,ROSEHILL TWP,0
170100,SOUTHBROOK TWP,0
170105,SPRINGFIELD TWP,0
170110,STORDEN,0
170115,STORDEN TWP,0
170120,WESTBROOK,0
170125,WESTBROOK TWP,0
170135,WINDOM W-1 P-2,0
170145,WINDOM W-2 P-2,0
180007,BAXTER P2E,0
180042,BRAINERD W-3 P-3,0
180082,CROW WING TWP P-2,0
180085,CUYUNA CITY,0
180090,DAGGETT BROOK TWP,0
180100,DEAN LAKE PREC,0
180110,DEERWOOD TWP,0
180115,EMILY CITY,0
180120,FAIRFIELD TWP,0
180125,FIFTY LAKES CITY,0
180130,FORT RIPLEY CITY,0
180135,FORT RIPLEY TWP,0
180140,GAIL LAKE TWP,0
180165,RIVERTON CITY,0
180170,IRONTON CITY,0
180180,JENKINS TWP,0
180205,MANHATTAN BEACH CITY,0
180210,MAPLE GROVE TWP,0
180215,MISSION TWP,0
180235,PELICAN TWP,0
180240,PEQUOT LAKES CITY,0
180245,PERRY LAKE TWP,0
180255,RABBIT LAKE TWP,0
180260,ROOSEVELT TWP,0
180265,ROSS LAKE TWP,0
180275,ST MATHIAS TWP,0
180280,TIMOTHY TWP,0
180285,TROMMALD CITY,0
191510,COATES,0
191795,EAGAN P-9B,0
192410,HAMPTON CITY,0
193110,LILYDALE,0
193310,MENDOTA CITY,0
193710,NININGER TWP,0
193810,NORTHFIELD W-3 P-2,0
193910,RANDOLPH CITY,0
194010,RANDOLPH TWP,0
194310,SCIOTA TWP,0
194440,SOUTH ST PAUL P-4,0
194710,VERMILLION TWP,0
200005,ASHLAND TWP.,0
200007,BYRON P-2,0
200015,CLAREMONT,0
200020,CLAREMONT TWP.,0
200025,CONCORD TWP.,0
200035,ELLINGTON TWP.,0
200045,HAYFIELD TWP.,0
200070,RIPLEY TWP.,0
200075,VERNON TWP.,0
200085,WEST CONCORD,0
210050,CARLOS CITY,0
210060,EVANSVILLE CITY,0
210065,EVANSVILLE TWP.,0
210070,FORADA,0
210075,GARFIELD,0
210110,LEAF VALLEY TWP,0
210115,LUND TWP.,0
210120,MILLERVILLE CITY,0
210140,MOE TWP.,0
210145,NELSON,0
210150,ORANGE TWP.,0
210165,SOLEM TWP.,0
210170,SPRUCE HILL TWP.,0
210175,URNESS TWP.,0
220005,BARBER TWP.,0
220030,BRICELYN,0
220035,BRUSH CREEK TWP.,0
220045,DELAVAN,0
220055,DUNBAR TWP.,0
220060,EASTON,0
220075,EMERALD TWP.,0
220080,FOSTER TWP.,0
220085,FROST,0
220090,JO DAVIESS TWP.,0
220105,LURA TWP.,0
220115,MINNESOTA LAKE TWP.,0
220120,PILOT GROVE TWP.,0
220130,ROME TWP.,0
220135,SEELY TWP.,0
220140,VERONA TWP.,0
220150,WALTERS,0
220165,WINNEBAGO TWP.,0
230010,ARENDAHL TWP.,0
230015,BEAVER TWP.,0
230020,BLOOMFIELD TWP.,0
230035,CANTON TWP.,0
230040,CARIMONA TWP.,0
230045,CARROLTON TWP.,0
230065,FORESTVILLE TWP.,0
230075,FOUNTAIN TWP.,0
230085,HARMONY TWP.,0
230095,JORDAN TWP.,0
230110,NEWBURG TWP.,0
230120,OSTRANDER,0
230130,PILOT MOUND TWP.,0
230135,PREBLE TWP.,0
230180,SUMNER TWP.,0
230185,WHALAN,0
230190,WYKOFF,0
230195,YORK TWP.,0
240010,ALBERT LEA W-1 P-2,0
240061,ALBERT LEA TWP. P-2,0
240065,ALDEN,0
240070,ALDEN TWP.,0
240085,CARLSTON TWP.,0
240095,CONGER,0
240110,FREEBORN TWP.,0
240125,GENEVA TWP.,0
240130,GLENVILLE,0
240135,HARTLAND,0
240140,HARTLAND TWP.,0
240150,HAYWARD TWP.,0
240155,HOLLANDALE,0
240160,LONDON TWP.,0
240180,MOSCOW TWP.,0
240185,MYRTLE,0
240190,NEWRY TWP.,0
240195,NUNDA TWP.,0
240200,OAKLAND TWP.,0
240205,PICKEREL LAKE TWP.,0
240210,RICELAND TWP.,0
240220,TWIN LAKES,0
250005,BELLECHESTER,0
250010,BELLE CREEK TWP.,0
250015,BELVIDERE TWP.,0
250030,CANNON FALLS TWP.,0
250040,DENNISON,0
250045,FEATHERSTONE TWP.,0
250060,GOODHUE TWP.,0
250065,HAY CREEK TWP.,0
250070,HOLDEN TWP.,0
250080,KENYON TWP.,0
250105,PINE ISLAND TWP.,0
250170,ROSCOE TWP.,0
250175,STANTON TWP.,0
250185,WACOUTA TWP.,0
250195,WANAMINGO TWP.,0
250220,ZUMBROTA TWP.,0
260005,ASHBY,0
260040,GORTON TWP,0
260045,HERMAN,0
260050,HOFFMAN,0
260055,LAND TWP,0
260060,LAWRENCE TWP,0
260070,LOGAN TWP,0
260075,MACSVILLE TWP,0
260080,NORCROSS,0
260085,NORTH OTTAWA TWP,0
260095,POMME DE TERRE TWP,0
260100,ROSEVILLE TWP,0
260110,STONY BROOK TWP,0
260115,WENDELL,0
270065,BLOOMINGTON W-2 P-25,0
270131,BLOOMINGTON W-4 P-31,0
270485,CHANHASSEN P-01,0
270490,CHANHASSEN P-02,0
270505,CORCORAN P-02,0
270577,CRYSTAL W-3 P-03,0
270770,EDEN PRAIRIE P-17,0
270910,EDINA P-12,0
270975,FORT SNELLING P-01,0
271170,LORETTO P-01,0
271200,MAPLE GROVE P-03,0
271300,MAPLE GROVE P-23,0
271335,MAPLE PLAIN P-01,0
271345,MEDICINE LAKE P-01,0
271375,MINNEAPOLIS W-1 P-04,0
271456,MINNEAPOLIS W-2 P-11,0
271501,MINNEAPOLIS W-3 P-10,0
271580,MINNEAPOLIS W-5 P-06C,0
271785,MINNEAPOLIS W-9 P-08,0
271817,MINNEAPOLIS W-10 P-03B,0
271827,MINNEAPOLIS W-10 P-05B,0
271880,MINNEAPOLIS W-11 P-05,0
272155,MINNETONKA W-3 P-C,0
272247,MINNETRISTA P-3A,0
272445,PLYMOUTH W-2 P-10,0
272720,SHOREWOOD P-1,0
272725,SHOREWOOD P-2,0
272925,WOODLAND P-01,0
280020,CALEDONIA P-1,0
280030,CALEDONIA TWP.,0
280035,CROOKED CREEK TWP.,0
280040,EITZEN,0
280050,HOKAH TWP.,0
280055,HOUSTON,0
280060,HOUSTON TWP.,0
280085,MAYVILLE TWP.,0
280100,SHELDON TWP.,0
280110,SPRING GROVE TWP.,0
280130,YUCATAN TWP.,0
290015,ARAGO TWP.,0
290020,BADOURA TWP.,0
290025,CLOVER TWP.,0
290030,CROW WING LAKE TWP.,0
290037,FARDEN TWP. P-2,0
290040,FERN TWP.,0
290050,HART LAKE TWP. P-1,0
290052,HART LAKE TWP. P-2,0
290065,HENRIETTA TWP.,0
290075,LAKE ALICE TWP.,0
290095,LAKEPORT TWP. P-1,0
290097,LAKEPORT TWP. P-2,0
290100,LA PORTE,0
290105,MANTRAP TWP.,0
290115,NEVIS TWP.,0
290130,SCHOOLCRAFT TWP.,0
290137,STEAMBOAT RIVER TWP. P-2,0
290145,THORPE TWP.,0
290152,TODD TWP. P-2,0
300055,OXFORD TWP,0
300057,SAINT FRANCIS P-3,0
300065,SPRINGVALE TWP,0
300080,WYANETT TWP,0
310005,ALVWOOD TWP,0
310020,BALL CLUB PREC,0
310025,BALSAM TWP,0
310040,BEARVILLE TWP,0
310065,BOWSTRING TWP,0
310070,NORTH UNORGANIZED PREC,0
310074,CALUMET,0
310076,CARPENTER TWP,0
310090,DEER LAKE PREC,0
310095,DEER RIVER P-1,0
310096,DEER RIVER P-2,0
310100,DEER RIVER TWP P-1,0
310110,EFFIE,0
310120,FEELEY TWP,0
310125,GOOD HOPE TWP,0
310175,GRATTAN TWP,0
310184,GREENWAY TWP,0
310205,INGER PREC,0
310215,KEEWATIN,0
310220,KINGHURST TWP,0
310225,LAKE JESSIE TWP,0
310230,LAWRENCE TWP,0
310235,LIBERTY PREC,0
310244,GRAVE LAKE PREC,0
310245,LONG LAKE PREC,0
310255,MAX TWP,0
310265,MOOSE PARK TWP,0
310270,MORSE TWP P-1,0
310271,MORSE TWP P-2,0
310285,NASHWAUK TWP,0
310290,NORE TWP,0
310295,OTENEAGEN TWP,0
310300,POMROY TWP,0
310305,SAGO TWP,0
310310,SAND LAKE TWP,0
310320,SPANG TWP,0
310327,SPLITHAND TWP,0
310330,SQUAW LAKE,0
310335,STOKES TWP,0
310345,THIRD RIVER TWP,0
310365,WAWINA TWP,0
310370,WELLERS-MCCORMICK PREC 1,0
310371,WELLERS-MCCORMICK PREC 2,0
310372,WILDWOOD TWP,0
310375,WINNIBIGOSHISH PREC,0
310380,WIRT TWP,0
310385,ZEMPLE,0
320005,ALBA TWP.,0
320010,ALPHA,0
320025,DELAFIELD TWP.,0
320030,DES MOINES TWP.,0
320035,ENTERPRISE TWP.,0
320040,EWINGTON TWP.,0
320050,HERON LAKE TWP.,0
320055,HUNTER TWP.,0
320080,KIMBALL TWP.,0
320085,LA CROSSE TWP.,0
320100,MIDDLETOWN TWP.,0
320105,MINNEOTA TWP.,0
320110,OKABENA,0
320125,ROUND LAKE TWP.,0
320130,SIOUX VALLEY TWP.,0
320140,WEST HERON LAKE TWP.,0
320145,WILDER,0
320150,WISCONSIN TWP.,0
330005,ANN LAKE TWP.,0
330015,BRAHAM,0
330030,FORD TWP.,0
330035,GRASS LAKE TWP.,0
330040,GRASSTON,0
330050,HILLMAN TWP.,0
330055,KANABEC TWP.,0
330090,POMROY TWP.,0
330095,QUAMBA,0
330100,SOUTH FORK TWP.,0
340020,BURBANK TWP.,0
340035,EAST LAKE LILLIAN TWP,0
340040,EDWARDS TWP.,0
340045,FAHLUN TWP.,0
340050,GENNESSEE TWP.,0
340065,HOLLAND TWP.,0
340080,KANDIYOHI TWP.,0
340085,LAKE ANDREW TWP.,0
340090,LAKE ELIZABETH TWP.,0
340095,LAKE LILLIAN,0
340100,LAKE LILLIAN TWP.,0
340105,MAMRE TWP.,0
340130,PRINSBURG,0
340140,REGAL,0
340145,ROSELAND TWP.,0
340150,ROSEVILLE TWP.,0
340155,ST. JOHNS TWP.,0
340165,SUNBURG,0
340170,WHITEFIELD TWP.,0
340185,WILLMAR W-1 P-3,0
340202,WILLMAR W-2 P-4,0
340235,WILLMAR TWP.,0
350010,CANNON TWP,0
350020,CLOW TWP,0
350025,DAVIS TWP,0
350030,DEERWOOD TWP,0
350035,DONALDSON,0
350040,GRANVILLE TWP,0
350050,HALLOCK TWP,0
350055,HALMA,0
350060,HAMPDEN TWP,0
350065,HAZELTON TWP,0
350070,HILL TWP,0
350075,HUMBOLDT,0
350080,JUPITER TWP,0
350090,KENNEDY,0
350092,KLONDIKE UNORG,0
350105,MCKINLEY UNORG,0
350110,NORTH RED RIVER,0
350115,NORWAY TWP,0
350118,PEATLAND UNORG,0
350125,PERCY TWP,0
350130,POPPLETON TWP,0
350135,RICHARDVILLE TWP,0
350140,ST. JOSEPH TWP,0
350145,ST VINCENT,0
350150,ST VINCENT TWP,0
350155,SKANE TWP,0
350160,SOUTH RED RIVER,0
350165,SPRING BROOK TWP,0
350170,SVEA TWP,0
350175,TEGNER TWP,0
350180,TEIEN TWP,0
350185,THOMPSON TWP,0
360005,BIG FALLS CITY,0
360023,DINNER CREEK UNORGANIZED,0
360070,JAMESON PRECINCT,0
360080,KOOCHICHING POLL 2,0
360082,KOOCHICHING POLL 4,0
360083,KOOCHICHING POLL 5,0
360090,LITTLEFORK,0
360115,NORTHOME,0
360121,RANIER P-W,0
360170,MEADOWBROOK PRECINCT,0
360175,WEST KOOCHICHING,0
360190,SOUTHEAST KOOCHICHING,0
360195,SOUTHWEST KOOCHICHING,0
370005,AGASSIZ TWP.,0
370010,ARENA TWP.,0
370015,AUGUSTA TWP.,0
370020,BAXTER TWP.,0
370030,BOYD,0
370035,CAMP RELEASE TWP.,0
370040,CERRO GORDO TWP.,0
370060,FREELAND TWP.,0
370065,GARFIELD TWP.,0
370070,HAMLIN TWP.,0
370080,LAC QUI PARLE TWP.,0
370110,MADISON TWP.,0
370115,MANFRED TWP.,0
370120,MARIETTA,0
370130,MEHURIN TWP.,0
370135,NASSAU,0
370140,PERRY TWP.,0
370150,RIVERSIDE TWP.,0
370155,TEN MILE LAKE TWP.,0
370160,WALTER TWP.,0
370165,YELLOW BANK TWP.,0
380005,BEAVER BAY,0
380010,BEAVER BAY TWP. P-1,0
380050,SILVER BAY P-2,0
380065,STONY RIVER TWP.,0
380110,UNORG TERR NO 1,0
380115,UNORG TERR NO 2 PREC 1,0
380125,UNORG TERR NO 2 PREC 3,0
380130,UNORG TERR NO 2 PREC 4,0
380135,UNORG TERR NO 2 PREC 5,0
390005,0005 - 1-A BAUDETTE UNORG,0
390010,0010 - 1-B BAUDETTE CITY,0
390020,0020 - 2-B BAUDETTE CITY,0
390030,0030 - 3-A UNORG,0
390035,0035 - 3-D FOREST UNORG,0
390040,0040 - 4-A WHEELER UNORG,0
390044,0044 - 4-B WABANICA UNORG,0
390045,0045 - 5-B ZIPPEL UNORG,0
390046,0046 - 4-C N MCDOUGALD UNORG,0
390055,0055 - 3-B WILLIAMS CITY,0
390065,0065 - 2-C UNORG,0
390070,0070 - 5-C NW ANGLE,0
390075,0075 - 5-D ROOSEVELT,0
390080,0080 - 3-E BAUDETTE CITY,0
400025,ELYSIAN,0
400030,ELYSIAN TWP.,0
400035,HEIDELBERG,0
400040,KASOTA,0
400050,KILKENNY,0
400055,KILKENNY TWP.,0
400087,MANKATO,0
400100,MONTGOMERY TWP.,0
400115,SHARON TWP.,0
400120,TYRONE TWP.,0
400140,WATERVILLE TWP.,0
410010,ARCO,0
410015,ASH LAKE TWP,0
410025,DRAMMEN TWP,0
410030,HANSONVILLE TWP,0
410040,HENDRICKS TWP,0
410045,HOPE TWP,0
410060,LAKE BENTON TWP,0
410065,LAKE STAY TWP,0
410070,LIMESTONE TWP,0
410075,MARBLE TWP,0
410080,MARSHFIELD TWP,0
410085,ROYAL TWP,0
410100,VERDI TWP,0
420005,AMIRET TWP,0
420010,BALATON,0
420020,COON CREEK TWP,0
420030,CUSTER TWP,0
420035,EIDSVOLD TWP,0
420040,FAIRVIEW TWP,0
420045,FLORENCE,0
420050,GARVIN,0
420055,GHENT,0
420060,GRANDVIEW TWP,0
420065,ISLAND LAKE TWP,0
420070,LAKE MARSHALL TWP,0
420075,LUCAS TWP,0
420090,LYONS TWP,0
420130,MONROE TWP,0
420135,NORDLAND TWP,0
420140,ROCK LAKE TWP,0
420150,SHELBURNE TWP,0
420155,SODUS TWP,0
420160,STANLEY TWP,0
420165,TAUNTON,0
420180,VALLERS TWP,0
420185,WESTERHEIM TWP,0
430020,BROWNTON CITY,0
430035,GLENCOE CITY P-2,0
430105,LYNN TOWNSHIP,0
430110,PENN TOWNSHIP,0
430115,PLATO CITY,0
430125,ROUND GROVE TOWNSHIP,0
430130,SILVER LAKE CITY,0
430140,SUMTER TOWNSHIP,0
430150,WINSTED TOWNSHIP,0
440010,BEJOU,0
440015,BEJOU TWP,0
440020,CHIEF TWP,0
440030,GREGORY TWP,0
440035,HEIER TWP,0
440040,ISLAND LAKE TWP,0
440050,LAKE GROVE TWP,0
440075,POPPLE GROVE TWP,0
440090,LITTLE ELBOW TWP,0
440095,WAUBUN,0
450005,AGDER TWP.,0
450010,ALMA TWP.,0
450020,ARGYLE,0
450025,AUGSBURG TWP.,0
450030,BIG WOODS TWP.,0
450035,BLOOMER TWP.,0
450040,BOXVILLE TWP.,0
450045,CEDAR TWP.,0
450050,COMO TWP.,0
450055,COMSTOCK TWP.,0
450060,DONNELLY TWP.,0
450065,EAGLE POINT TWP.,0
450070,EAST PARK TWP.,0
450075,EAST VALLEY TWP.,0
450080,ECKVOLL TWP.,0
450085,ESPELIE TWP.,0
450090,EXCEL TWP.,0
450095,FOLDAHL TWP.,0
450100,FORK TWP.,0
450105,GRAND PLAIN TWP.,0
450110,GRYGLA,0
450115,HOLT,0
450120,HOLT TWP.,0
450125,HUNTLY TWP.,0
450135,LINSELL TWP.,0
450140,MCCREA TWP.,0
450145,MARSH GROVE TWP.,0
450155,MIDDLE RIVER TWP.,0
450160,MOOSE RIVER TWP.,0
450165,MOYLAN TWP.,0
450166,MUD LAKE UNORG,0
450170,NELSON PARK TWP.,0
450180,NEW FOLDEN TWP.,0
450185,NEW MAINE TWP.,0
450190,NEW SOLUM TWP.,0
450195,OAK PARK TWP.,0
450200,OSLO,0
450205,PARKER TWP.,0
450210,ROLLIS TWP.,0
450215,SINNOTT TWP.,0
450220,SPRUCE VALLEY TWP.,0
450230,STRANDQUIST,0
450235,TAMARAC TWP.,0
450240,THIEF LAKE TWP.,0
450245,VALLEY TWP.,0
450255,VELDT TWP.,0
450260,VIKING,0
450265,VIKING TWP.,0
450270,WANGER TWP.,0
450285,WARRENTON TWP.,0
450290,WEST VALLEY TWP.,0
450300,WRIGHT TWP.,0
460005,CEDAR TWP.,0
460010,CENTER CREEK TWP.,0
460015,CEYLON,0
460030,ELM CREEK TWP.,0
460035,FAIRMONT W-1 P-1,0
460095,FAIRMONT TWP.,0
460100,FOX LAKE TWP.,0
460105,FRASER TWP.,0
460110,GALENA TWP.,0
460115,GRANADA,0
460120,JAY TWP.,0
460125,LAKE BELT TWP.,0
460130,LAKE FREMONT TWP.,0
460135,MANYASKA TWP.,0
460140,NASHVILLE TWP.,0
460145,NORTHROP,0
460150,ORMSBY,0
460155,PLEASANT PRAIRIE TWP.,0
460160,ROLLING GREEN TWP.,0
460175,SILVER LAKE TWP.,0
460180,TENHASSEN TWP.,0
460195,TRUMAN,0
460200,WAVERLY TWP.,0
470010,CEDAR MILLS,0
470015,CEDAR MILLS TWP.,0
470030,COSMOS TWP.,0
470045,DARWIN TWP.,0
470060,EDEN VALLEY,0
470095,KINGSTON,0
470135,MANANNAH TWP.,0
470140,SWEDE GROVE TWP.,0
480005,BOCK,0
480020,BRADBURY TWP.,0
480025,DAILEY TWP.,0
480040,GREENBUSH TWP.,0
480045,HAYLAND TWP.,0
480055,ISLE HARBOR TWP.,0
480065,LEWIS TWP.,0
480075,MILACA TWP.,0
480085,MUDGETT TWP.,0
480090,ONAMIA,0
490005,AGRAM TOWNSHIP,0
490010,BELLE PRAIRIE TOWNSHIP,0
490020,BOWLUS,0
490035,BUH TOWNSHIP,0
490045,CULDRUM TOWNSHIP,0
490050,CUSHING TOWNSHIP,0
490055,DARLING TOWNSHIP,0
490060,ELMDALE,0
490065,ELMDALE TOWNSHIP,0
490070,FLENSBURG,0
490075,GENOLA,0
490080,GRANITE TOWNSHIP,0
490085,GREEN PRAIRIE TOWNSHIP,0
490090,HARDING,0
490095,HILLMAN,0
490100,HILLMAN TOWNSHIP,0
490105,LAKIN TOWNSHIP,0
490110,LASTRUP,0
490115,LEIGH TOWNSHIP,0
490150,MOTLEY TOWNSHIP,0
490155,MOUNT MORRIS TOWNSHIP,0
490160,PARKER TOWNSHIP,0
490165,PIERZ,0
490175,PIKE CREEK TOWNSHIP,0
490180,PLATTE TOWNSHIP,0
490185,PULASKI TOWNSHIP,0
490195,RANDALL,0
490205,RIPLEY TOWNSHIP,0
490215,ROYALTON,0
490235,SWANVILLE,0
490240,SWANVILLE TOWNSHIP,0
490245,TWO RIVERS TOWNSHIP,0
490250,UPSALA,0
500010,ADAMS TWP.,0
500025,AUSTIN W-1 P-3,0
500075,BENNINGTON TWP.,0
500090,DEXTER,0
500095,DEXTER TWP.,0
500100,ELKTON,0
500105,FRANKFORD TWP.,0
500115,GRAND MEADOW TWP.,0
500135,LODI TWP.,0
500140,LYLE,0
500145,LYLE TWP.,0
500150,MAPLEVIEW,0
500160,NEVADA TWP.,0
500165,PLEASANT VALLEY,0
500170,RACINE,0
500175,RACINE TWP.,0
500190,SARGEANT,0
500200,TAOPI,0
500210,WALTHAM,0
500220,WINDOM TWP.,0
510005,AVOCA,0
510010,BELFAST TWP,0
510020,CAMERON TWP,0
510025,CHANARAMBIE TWP,0
510035,CURRIE,0
510040,DES MOINES RIVER,0
510045,DOVRAY TWP,0
510046,DOVRAY CITY,0
510050,ELLSBOROUGH TWP,0
510055,FENTON TWP,0
510065,HADLEY,0
510070,HOLLY TWP,0
510075,IONA,0
510080,IONA TWP,0
510085,LAKE SARAH TWP,0
510090,LAKE WILSON,0
510100,LIME LAKE TWP,0
510105,LOWVILLE TWP,0
510115,MOULTON TWP,0
510120,MURRAY TWP,0
510125,SHETEK TWP,0
510130,SKANDIA TWP,0
510140,SLAYTON TWP,0
520010,BERNADOTTE TOWNSHIP,0
520015,BRIGHTON TOWNSHIP,0
520030,GRANBY TOWNSHIP,0
520040,LAFAYETTE TOWNSHIP,0
520050,MANKATO W-2 P-30,0
520090,NORTH MANKATO P-5,0
520095,NORTH MANKATO P-6,0
520110,OSHAWA TOWNSHIP,0
520115,RIDGELY TOWNSHIP,0
520145,WEST NEWTON TOWNSHIP,0
530020,BLOOM TWP.,0
530045,ELLSWORTH,0
530050,GRAHAM LAKES TWP.,0
530060,HERSEY TWP.,0
530070,KINBRAE,0
530075,LARKIN TWP.,0
530080,LEOTA TWP.,0
530085,LISMORE,0
530090,LISMORE TWP.,0
530095,LITTLE ROCK TWP.,0
530100,LORAIN TWP.,0
530105,OLNEY TWP.,0
530110,RANSOM TWP.,0
530115,ROUND LAKE,0
530120,RUSHMORE,0
530125,SEWARD TWP.,0
530135,WESTSIDE TWP.,0
530140,WILMONT,0
530145,WILMONT TWP.,0
530155,WORTHINGTON W-1 P-2,0
530160,WORTHINGTON W-1 P-3,0
530190,WORTHINGTON TWP.,0
540005,ADA W-1,0
540010,ADA W-2,0
540015,ANTHONY TWP.,0
540020,BEAR PARK TWP.,0
540025,BORUP,0
540035,FOSSUM TWP.,0
540040,GARY,0
